beta,experiment_name,rm_score_mean,rm_win_rate_vs_sft,preference_accuracy,kl_from_reference,peak_vram_gb,step_time_seconds,total_time_seconds,num_recorded_steps
0.01,pa2_dpo_beta_001,-2.31912109375,0.4650000035762787,0.550000011920929,0.05038761775426919,5.040632724761963,0.6585873740150059,261.581140632974,101
0.1,pa2_dpo_beta_010,-2.3077490234375,0.4699999988079071,0.550000011920929,0.04356366823905976,5.040632724761963,0.6591294464663289,262.8906005680328,101
0.5,pa2_dpo_beta_050,-2.2823046875,0.4699999988079071,0.5550000071525574,0.026309984098572457,5.040632724761963,0.6642575267019986,280.5155255179852,101
1.0,pa2_dpo_beta_100,-2.310103759765625,0.4399999976158142,0.5550000071525574,0.019182742607986438,5.040632724761963,0.6598269332472309,282.35348643700127,101
